order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,category,sub-category,product_name,sales,quantity,discount,profit
Ca-406401,2024-06-10,2025-05-08,Same Day,Cust-6809,Victoria Velasquez,Home Office,West,Furniture,Chairs,Assimilated 3Rdgeneration Extranet,2212.2,7,0.3,64.0
Ca-779418,2023-06-10,2025-04-30,Standard Class,Cust-2025,Kimberly Anthony,Home Office,Central,Office Supplies,Art,Managed Fresh-Thinking Moratorium,2223.78,6,0.41,13.1
Ca-378549,2023-06-15,2025-04-26,First Class,Cust-4846,Mary Wood,Consumer,West,Furniture,Chairs,Polarized Foreground Core,213.46,1,0.01,384.27
Ca-978131,2024-12-18,2025-04-14,Standard Class,Cust-9853,Susan Lucero,Corporate,South,Technology,Accessories,Distributed Local Model,1972.73,6,0.1,939.16
Ca-792003,2023-12-26,2025-05-03,Second Class,Cust-1855,David Holt,Consumer,Central,Technology,Accessories,Programmable Intermediate Toolset,3568.21,1,0.43,516.67
Ca-122125,2025-03-21,2025-04-15,First Class,Cust-7318,Scott Hunt,Home Office,East,Office Supplies,Art,Optimized Methodical Forecast,27.85,7,0.44,979.32
Ca-322639,2024-10-21,2025-05-03,First Class,Cust-4608,Anne Rivera,Consumer,Central,Office Supplies,Paper,Future-Proofed Holistic Conglomeration,3420.62,8,0.06,-35.92
Ca-932043,2025-04-05,2025-04-25,First Class,Cust-4777,Blake Black,Corporate,East,Office Supplies,Paper,Enhanced National Portal,1583.21,9,0.15,798.86
Ca-266615,2024-04-24,2025-05-01,Second Class,Cust-4159,Michael Williams,Home Office,Central,Office Supplies,Labels,Versatile Incremental Neural-Net,2743.15,7,0.36,355.17
Ca-169834,2023-08-15,2025-04-16,First Class,Cust-6820,Jennifer Miller,Home Office,Central,Furniture,Tables,Decentralized Contextually-Based Data-Warehouse,2257.9,5,0.19,624.18
Ca-888724,2024-08-26,2025-04-17,First Class,Cust-8241,Gabrielle Fischer,Consumer,Central,Technology,Computers,Cross-Platform Context-Sensitive Matrices,4632.4,8,0.13,437.9
Ca-657265,2023-04-27,2025-04-14,Same Day,Cust-1420,Joshua Saunders,Consumer,West,Technology,Copiers,Robust 4Thgeneration System Engine,143.79,8,0.12,688.91
Ca-719616,2024-08-02,2025-04-19,Standard Class,Cust-3915,Jenna Rodriguez,Consumer,Central,Technology,Machines,Focused Holistic Groupware,1020.63,7,0.18,247.25
Ca-771082,2023-12-02,2025-04-13,Same Day,Cust-8487,Todd Mcdaniel,Consumer,West,Furniture,Bookcases,Exclusive Zero Tolerance Toolset,485.62,9,0.04,975.01
Ca-302239,2024-01-26,2025-04-12,Standard Class,Cust-3189,Jessica Herman,Consumer,East,Furniture,Furnishings,Focused Static Algorithm,4369.12,6,0.32,144.28
Ca-693530,2025-01-09,2025-04-09,Standard Class,Cust-9647,Sarah Andrade,Consumer,East,Furniture,Bookcases,Sharable National Product,905.91,2,0.12,-38.5
Ca-776659,2023-06-29,2025-04-24,Standard Class,Cust-2433,Tyler Alvarez,Corporate,East,Furniture,Chairs,Compatible Explicit Ability,287.1,9,0.3,307.33
Ca-736028,2024-12-22,2025-04-22,First Class,Cust-7909,Mary Jackson,Home Office,South,Furniture,Furnishings,Synergized Radical Standardization,4562.34,7,0.22,801.23
Ca-361606,2023-08-26,2025-04-23,Same Day,Cust-5273,Calvin Vazquez,Corporate,East,Technology,Copiers,Realigned Web-Enabled Capacity,739.71,10,0.41,463.66
Ca-507676,2025-01-24,2025-04-18,Standard Class,Cust-5425,Amanda Hoffman,Home Office,East,Technology,Machines,Business-Focused Object-Oriented Help-Desk,1565.87,10,0.31,600.9
Ca-630940,2024-08-08,2025-04-25,Same Day,Cust-8413,Stephanie Christian,Corporate,Central,Technology,Machines,Organized Transitional Throughput,1244.25,3,0.29,151.14
Ca-363758,2025-03-08,2025-04-10,First Class,Cust-1076,Katelyn Kemp,Corporate,West,Furniture,Tables,Stand-Alone Interactive Monitoring,3228.63,9,0.23,228.09
Ca-342853,2024-12-06,2025-04-29,First Class,Cust-8175,Anita Boyd,Home Office,West,Furniture,Tables,Multi-Layered Optimal Matrix,3781.1,3,0.0,883.62
Ca-706049,2025-04-02,2025-05-07,Same Day,Cust-3554,Tonya Robinson,Home Office,Central,Technology,Computers,Advanced Fresh-Thinking Functionalities,759.72,1,0.03,833.65
Ca-382157,2024-08-31,2025-04-17,First Class,Cust-3843,Eduardo Garcia,Corporate,South,Furniture,Chairs,Decentralized Explicit Encoding,2754.57,9,0.47,91.69
Ca-923387,2024-09-28,2025-04-18,Same Day,Cust-4764,Matthew Jimenez,Corporate,Central,Office Supplies,Labels,Operative Bandwidth-Monitored Hierarchy,679.87,7,0.13,-94.26
Ca-284837,2024-10-07,2025-04-15,First Class,Cust-4279,Gabriel Olsen,Home Office,East,Furniture,Furnishings,Seamless Directional Adapter,3689.32,5,0.2,316.05
Ca-648638,2023-09-30,2025-04-22,Standard Class,Cust-8262,Jasmine Bell,Home Office,South,Furniture,Chairs,Fundamental Logistical Leverage,927.62,8,0.05,549.23
Ca-804659,2024-09-05,2025-04-20,First Class,Cust-2111,Julie Barrett,Home Office,Central,Furniture,Bookcases,Re-Engineered Hybrid Installation,3503.51,8,0.31,553.59
Ca-315465,2023-10-18,2025-05-01,First Class,Cust-7069,Stephen Coleman,Home Office,Central,Technology,Computers,Multi-Tiered Clear-Thinking Toolset,3645.78,9,0.32,-88.13
Ca-174789,2024-02-18,2025-05-02,Standard Class,Cust-6486,Catherine Webb,Home Office,South,Office Supplies,Paper,Future-Proofed Uniform Concept,3359.99,4,0.12,770.53
Ca-187019,2024-08-31,2025-04-13,First Class,Cust-2054,Megan Hughes,Corporate,South,Furniture,Tables,Open-Architected Cohesive Frame,1027.97,8,0.3,259.21
Ca-166253,2023-08-15,2025-04-19,Second Class,Cust-5094,Andre Richards,Home Office,Central,Furniture,Chairs,Function-Based Contextually-Based Emulation,3447.23,7,0.39,778.93
Ca-637119,2023-10-22,2025-04-21,Second Class,Cust-9162,Sydney Chan,Consumer,Central,Furniture,Furnishings,Polarized Systemic Moderator,3373.09,2,0.04,739.35
Ca-505458,2023-12-01,2025-04-27,Standard Class,Cust-3955,Cathy Rogers,Consumer,West,Office Supplies,Binders,Fundamental Discrete Array,1902.36,7,0.37,-68.07
Ca-355871,2023-11-09,2025-04-30,Standard Class,Cust-8708,Patricia Shah,Consumer,Central,Furniture,Bookcases,Organic Well-Modulated Superstructure,3773.46,6,0.34,19.89
Ca-636440,2023-05-09,2025-04-30,Standard Class,Cust-8156,Cynthia Atkinson,Home Office,West,Furniture,Chairs,Inverse Uniform Capability,4110.44,3,0.39,837.54
Ca-143014,2024-04-27,2025-04-12,Same Day,Cust-4310,Shelby Klein,Consumer,West,Office Supplies,Paper,Integrated Systematic Hierarchy,4912.32,1,0.04,565.81
Ca-626823,2023-08-25,2025-04-23,Same Day,Cust-2551,Jessica Torres,Corporate,South,Furniture,Chairs,Innovative Needs-Based Access,1973.7,3,0.26,144.63
Ca-837953,2023-08-17,2025-05-01,Second Class,Cust-4970,Joseph Duran,Corporate,West,Technology,Copiers,Switchable Non-Volatile Time-Frame,1922.89,2,0.37,395.52
Ca-570387,2024-06-16,2025-05-07,Same Day,Cust-5704,Robert Stevenson,Consumer,East,Office Supplies,Paper,Automated Value-Added Open System,61.09,9,0.2,933.87
Ca-133379,2025-01-28,2025-04-21,Standard Class,Cust-5402,Eric Wyatt,Corporate,West,Technology,Computers,Object-Based Multi-Tasking Collaboration,1785.67,10,0.47,931.78
Ca-612248,2024-02-06,2025-04-09,Same Day,Cust-8990,Jessica Bentley,Home Office,East,Office Supplies,Labels,Reverse-Engineered 6Thgeneration Info-Mediaries,3631.61,1,0.44,62.44
Ca-811696,2025-02-24,2025-05-02,Standard Class,Cust-9628,Patricia Long,Consumer,South,Technology,Computers,Digitized 5Thgeneration Open System,4893.44,9,0.43,278.4
Ca-127459,2023-10-05,2025-04-27,Standard Class,Cust-4063,Sara Holt,Corporate,East,Office Supplies,Storage,Extended Maximized Matrix,1800.16,7,0.32,299.6
Ca-567114,2023-05-13,2025-05-03,Second Class,Cust-7816,Misty Conner,Corporate,Central,Office Supplies,Storage,Profit-Focused Solution-Oriented Throughput,3679.86,6,0.49,419.44
Ca-599830,2024-12-29,2025-04-29,Same Day,Cust-1931,David Tucker,Home Office,East,Office Supplies,Art,User-Centric 24/7 Capacity,762.26,10,0.02,541.01
Ca-178352,2024-06-17,2025-04-21,First Class,Cust-5143,Patricia Lopez,Corporate,West,Technology,Machines,Up-Sized Disintermediate Application,2749.93,3,0.39,234.13
Ca-369350,2024-10-10,2025-04-09,First Class,Cust-2264,Tara Weaver,Home Office,Central,Technology,Accessories,Down-Sized Optimizing Archive,2000.85,1,0.32,515.16
Ca-107580,2023-05-06,2025-04-09,Second Class,Cust-5847,Darin King,Home Office,East,Office Supplies,Art,Total Local Internet Solution,1614.02,9,0.12,174.33
Ca-552250,2024-05-03,2025-05-08,First Class,Cust-1746,Kevin Scott,Consumer,East,Office Supplies,Paper,Right-Sized Bottom-Line Knowledge User,3794.99,1,0.27,-4.91
Ca-632764,2024-07-22,2025-04-20,First Class,Cust-5598,Laurie Chavez,Consumer,East,Office Supplies,Binders,Front-Line Eco-Centric Process Improvement,1064.48,9,0.33,-40.34
Ca-926642,2023-05-29,2025-04-13,Second Class,Cust-2924,Karen Walters,Home Office,Central,Furniture,Furnishings,Optional System-Worthy Contingency,411.63,2,0.18,-31.81
Ca-805780,2024-02-23,2025-04-29,Second Class,Cust-2127,Caitlyn Fowler,Home Office,South,Technology,Phones,Networked Zero-Defect Success,1847.18,3,0.41,450.9
Ca-118187,2024-05-04,2025-04-29,Standard Class,Cust-6698,Rebecca Campbell,Home Office,South,Technology,Machines,Phased Bifurcated System Engine,1628.24,4,0.16,224.81
Ca-765093,2024-08-10,2025-04-16,First Class,Cust-6307,Margaret Douglas,Corporate,West,Furniture,Furnishings,Future-Proofed Eco-Centric Interface,3736.94,4,0.44,792.66
Ca-538636,2025-03-16,2025-05-07,Same Day,Cust-4970,Brandon Garcia,Home Office,East,Furniture,Bookcases,Profit-Focused Full-Range Instruction Set,1757.63,1,0.16,-90.84
Ca-612561,2025-01-18,2025-04-29,Standard Class,Cust-2813,Melissa Stephens,Home Office,Central,Technology,Machines,Universal Didactic Matrix,1358.29,1,0.48,515.65
Ca-725261,2024-04-21,2025-05-05,First Class,Cust-7727,Julie Aguirre,Consumer,East,Technology,Computers,Persevering Context-Sensitive Monitoring,96.85,5,0.48,695.4
Ca-332275,2023-09-19,2025-04-09,First Class,Cust-9948,Justin Williams,Consumer,East,Furniture,Chairs,Sharable Multi-State Portal,4894.52,9,0.06,641.32
Ca-533174,2023-12-25,2025-05-01,Same Day,Cust-1548,Anthony Smith,Consumer,West,Technology,Phones,Reactive Zero Administration Software,2870.78,8,0.3,290.59
Ca-912982,2023-12-01,2025-04-15,Standard Class,Cust-1779,Sharon Lewis,Corporate,East,Office Supplies,Paper,Configurable Coherent Parallelism,929.7,3,0.47,308.36
Ca-346331,2023-05-23,2025-04-21,Same Day,Cust-9882,Nicole Harper,Corporate,South,Office Supplies,Labels,Robust Motivating Website,1597.25,10,0.41,779.29
Ca-559238,2024-12-06,2025-04-13,First Class,Cust-2433,Marcus Henry,Corporate,Central,Technology,Machines,Customizable Methodical Customer Loyalty,4542.49,2,0.11,655.72
Ca-436020,2024-11-15,2025-04-12,First Class,Cust-4887,Luis Brown,Home Office,East,Office Supplies,Binders,Up-Sized Disintermediate Matrices,3095.74,8,0.5,405.05
Ca-954778,2025-03-30,2025-04-26,Same Day,Cust-3341,Tyler Chapman,Corporate,Central,Furniture,Tables,Managed Maximized Methodology,2345.35,8,0.35,868.26
Ca-739453,2024-04-05,2025-04-20,Second Class,Cust-4963,Alejandra Johnson,Home Office,East,Office Supplies,Labels,Stand-Alone Disintermediate Flexibility,1300.94,4,0.29,559.69
Ca-956960,2023-07-28,2025-04-11,Second Class,Cust-1368,Michael Browning,Corporate,Central,Office Supplies,Binders,Devolved Disintermediate Forecast,970.08,3,0.45,931.22
Ca-842160,2024-10-10,2025-05-07,Standard Class,Cust-8173,Mr. Francisco Benson,Corporate,South,Office Supplies,Art,Polarized Disintermediate Structure,1982.54,2,0.49,843.07
Ca-755053,2024-07-21,2025-04-11,Standard Class,Cust-2363,Michael Mann,Home Office,South,Technology,Copiers,Horizontal Context-Sensitive Toolset,1615.45,8,0.46,752.75
Ca-668366,2024-12-22,2025-04-16,First Class,Cust-1486,Christopher Huffman,Consumer,East,Office Supplies,Paper,Customizable Value-Added Algorithm,1935.88,9,0.22,771.77
Ca-263366,2024-12-28,2025-05-04,Standard Class,Cust-5608,Tammy Patel,Consumer,South,Technology,Machines,Focused Next Generation Structure,1510.64,1,0.31,255.49
Ca-617097,2024-09-09,2025-04-30,Same Day,Cust-7017,Tiffany Bishop,Home Office,Central,Office Supplies,Binders,Streamlined Bi-Directional Database,4118.65,7,0.4,777.62
Ca-833926,2024-11-18,2025-04-24,Standard Class,Cust-1758,Brian Vincent,Corporate,East,Office Supplies,Binders,Digitized Zero-Defect Analyzer,885.44,2,0.32,645.36
Ca-527953,2024-11-19,2025-04-24,Same Day,Cust-9315,Stephanie Santos,Consumer,West,Technology,Accessories,Quality-Focused Analyzing Moderator,405.79,1,0.48,780.57
Ca-520593,2023-04-12,2025-04-14,Second Class,Cust-6324,David Armstrong,Corporate,Central,Furniture,Bookcases,Balanced Hybrid Application,374.79,8,0.16,988.89
Ca-243093,2024-09-13,2025-04-10,Second Class,Cust-8196,Donna Sullivan,Consumer,West,Office Supplies,Storage,User-Friendly Executive Paradigm,3841.43,7,0.36,259.96
Ca-386185,2023-10-17,2025-04-27,Second Class,Cust-4709,Gregory Schwartz,Consumer,South,Office Supplies,Labels,Enterprise-Wide Impactful Contingency,3374.92,9,0.37,-41.34
Ca-499931,2025-01-24,2025-04-13,Same Day,Cust-8849,Erica Anderson,Corporate,East,Office Supplies,Paper,Switchable Disintermediate Methodology,2961.38,1,0.06,566.43
Ca-612348,2025-01-02,2025-04-19,Second Class,Cust-2693,Tony Cooper,Corporate,West,Technology,Copiers,Centralized User-Facing Extranet,3425.25,4,0.45,42.55
Ca-576447,2023-07-18,2025-04-10,First Class,Cust-1463,Dean Scott,Consumer,South,Furniture,Chairs,Devolved Local Service-Desk,3657.83,10,0.16,0.64
Ca-638252,2023-11-16,2025-04-14,Standard Class,Cust-1716,Christina Farmer,Consumer,South,Office Supplies,Art,Horizontal Radical Adapter,4147.52,3,0.29,-15.65
Ca-267339,2024-10-23,2025-05-07,Second Class,Cust-1381,Thomas Guerrero,Corporate,Central,Office Supplies,Labels,Proactive Demand-Driven Throughput,2757.01,7,0.4,842.03
Ca-348759,2025-03-23,2025-05-06,Same Day,Cust-3827,Kelly Larson,Consumer,Central,Office Supplies,Storage,User-Friendly Disintermediate Contingency,3045.17,1,0.33,-79.6
Ca-900295,2025-02-16,2025-04-27,First Class,Cust-7677,Sarah Roberts,Home Office,West,Technology,Accessories,Stand-Alone Transitional Encoding,264.94,10,0.04,501.57
Ca-586992,2025-03-08,2025-04-28,Second Class,Cust-8597,Martin Townsend,Corporate,South,Technology,Phones,Operative Contextually-Based Software,1663.78,10,0.28,9.71
Ca-721401,2023-11-30,2025-05-05,First Class,Cust-5159,Kevin Brown,Home Office,South,Technology,Copiers,Programmable Global Info-Mediaries,1238.0,3,0.25,445.36
Ca-447762,2024-06-28,2025-04-29,Same Day,Cust-9583,Juan White,Consumer,South,Office Supplies,Paper,Triple-Buffered High-Level Migration,4912.82,6,0.32,806.33
Ca-630672,2025-04-07,2025-04-30,First Class,Cust-9223,Adam Ewing,Corporate,South,Office Supplies,Binders,Multi-Channeled Even-Keeled Database,3979.36,10,0.42,91.92
Ca-696794,2024-06-11,2025-04-28,Same Day,Cust-6866,Melissa Meyers,Home Office,West,Office Supplies,Storage,Re-Engineered Optimal Encoding,2743.35,1,0.24,399.48
Ca-970419,2023-12-22,2025-04-22,Same Day,Cust-2675,John Murphy,Corporate,South,Technology,Machines,Virtual Non-Volatile Hardware,3572.35,10,0.01,488.9
Ca-801072,2023-12-22,2025-05-03,Standard Class,Cust-3243,Shannon Terry,Consumer,South,Technology,Machines,Multi-Tiered User-Facing Standardization,670.98,4,0.06,19.69
Ca-463513,2023-05-20,2025-04-10,Standard Class,Cust-8737,Tammy Rodriguez,Home Office,West,Office Supplies,Art,Secured Multimedia Methodology,710.15,3,0.39,666.11
Ca-145001,2024-10-02,2025-04-25,Same Day,Cust-7920,Terri Pena,Corporate,Central,Office Supplies,Paper,Diverse Methodical Database,1078.78,6,0.39,963.27
Ca-732882,2024-11-13,2025-04-20,Standard Class,Cust-2054,Michael Benton,Home Office,Central,Office Supplies,Paper,Decentralized Directional Success,4321.21,9,0.46,741.61
Ca-850144,2023-10-16,2025-04-12,First Class,Cust-5851,Deborah Brown,Consumer,Central,Office Supplies,Paper,Organized Maximized Policy,4000.17,4,0.29,912.95
Ca-607784,2024-07-11,2025-04-19,Second Class,Cust-7586,Drew Marsh,Home Office,West,Technology,Accessories,Compatible Client-Server Moratorium,1558.38,8,0.21,764.88
Ca-416360,2023-08-23,2025-04-09,Second Class,Cust-8733,Michael Thomas,Consumer,East,Furniture,Furnishings,Profit-Focused Discrete Leverage,4154.71,3,0.43,330.43
Ca-686035,2023-04-18,2025-05-04,Standard Class,Cust-8893,Andrew Baker,Home Office,Central,Technology,Phones,Team-Oriented Stable Time-Frame,2389.76,5,0.42,680.85
Ca-572668,2023-04-12,2025-05-07,Second Class,Cust-1819,Andrew Frost,Corporate,East,Technology,Computers,Profound Scalable Product,1559.96,7,0.38,987.8
Ca-432337,2024-06-20,2025-04-22,First Class,Cust-6759,Lance Monroe,Corporate,West,Furniture,Bookcases,Advanced Stable Policy,4664.81,2,0.05,738.6
Ca-745685,2023-11-27,2025-04-29,First Class,Cust-2194,Samantha Jones,Corporate,Central,Technology,Phones,Monitored Optimal Process Improvement,1027.89,6,0.41,475.79
Ca-582608,2023-07-28,2025-04-30,First Class,Cust-7579,Catherine Gilbert,Home Office,South,Technology,Accessories,Polarized Cohesive Interface,3481.4,3,0.28,228.44
Ca-411812,2023-09-15,2025-04-11,Second Class,Cust-1543,Joshua Daniel,Home Office,East,Office Supplies,Paper,Mandatory Dynamic Migration,4111.69,10,0.1,-17.45
Ca-634121,2025-01-27,2025-05-04,First Class,Cust-5799,David Munoz,Corporate,West,Office Supplies,Labels,Networked Responsive Project,3805.46,6,0.33,462.21
Ca-958242,2023-05-30,2025-04-16,First Class,Cust-3037,Michael Williams,Corporate,South,Office Supplies,Labels,Front-Line Cohesive Pricing Structure,4643.7,6,0.11,659.93
Ca-725147,2024-06-20,2025-04-16,Same Day,Cust-2773,Joshua Berry,Home Office,East,Technology,Computers,Business-Focused Multi-Tasking Superstructure,2069.24,3,0.07,300.22
Ca-855448,2024-10-13,2025-04-27,Same Day,Cust-2061,Cynthia Stone,Consumer,Central,Technology,Machines,Multi-Tiered Modular Application,4444.34,6,0.05,898.9
Ca-421190,2024-09-14,2025-04-24,First Class,Cust-4326,Andrew Williams,Corporate,West,Furniture,Bookcases,Upgradable Grid-Enabled Flexibility,1640.21,3,0.35,651.66
Ca-178379,2024-03-24,2025-04-28,Same Day,Cust-9666,Michael Nelson,Home Office,East,Office Supplies,Labels,User-Centric Asymmetric Methodology,1035.08,9,0.16,990.27
Ca-718130,2023-11-28,2025-04-12,Same Day,Cust-6045,Scott Cooper Jr.,Corporate,Central,Office Supplies,Art,Progressive Clear-Thinking Productivity,1064.23,9,0.2,972.7
Ca-951346,2024-06-23,2025-04-25,First Class,Cust-1816,Mr. Daniel Garrison,Home Office,Central,Technology,Computers,Configurable Optimizing Projection,291.57,10,0.47,127.95
Ca-603979,2024-11-10,2025-04-16,Second Class,Cust-6091,Erica Brooks,Home Office,Central,Technology,Computers,Realigned Human-Resource Challenge,3618.73,1,0.28,526.6
Ca-623308,2023-12-03,2025-04-21,Second Class,Cust-8124,Daniel Duncan,Corporate,East,Technology,Computers,Public-Key Directional Solution,2876.01,4,0.27,395.94
Ca-550831,2025-03-28,2025-04-10,Same Day,Cust-9653,Brian Lopez,Corporate,South,Office Supplies,Labels,Re-Contextualized Non-Volatile Challenge,280.87,7,0.17,551.03
Ca-501893,2023-08-10,2025-04-12,Same Day,Cust-2538,David Reynolds,Consumer,Central,Furniture,Bookcases,Organic Impactful Forecast,4902.04,8,0.41,874.82
Ca-769468,2023-12-17,2025-04-29,First Class,Cust-7592,George Garcia,Corporate,West,Furniture,Bookcases,Up-Sized Asymmetric Matrices,4533.03,5,0.14,558.85
Ca-107069,2024-04-25,2025-05-07,Second Class,Cust-8037,Jeffery Ruiz,Corporate,West,Office Supplies,Storage,Virtual Tangible Open System,1434.76,2,0.1,748.76
Ca-410553,2024-05-28,2025-04-12,Second Class,Cust-7517,Craig White,Corporate,South,Office Supplies,Binders,Integrated Zero Administration Archive,4383.94,2,0.21,163.16
Ca-585598,2024-05-18,2025-04-21,Same Day,Cust-6823,Edward Hunter,Corporate,West,Office Supplies,Storage,De-Engineered Logistical Internet Solution,22.79,5,0.31,202.61
Ca-858640,2024-09-22,2025-05-06,Same Day,Cust-6715,Lisa Owens,Home Office,Central,Furniture,Bookcases,Right-Sized Mobile Alliance,1096.13,4,0.02,812.08
Ca-219006,2024-09-27,2025-04-18,Standard Class,Cust-7022,Paula Andrews,Home Office,Central,Office Supplies,Art,Front-Line Mission-Critical Throughput,4272.57,7,0.22,274.36
Ca-839930,2024-10-01,2025-05-03,First Class,Cust-2080,Casey Sanchez,Consumer,East,Office Supplies,Paper,Focused National Open System,1184.89,1,0.42,695.05
Ca-283658,2024-09-07,2025-04-26,Standard Class,Cust-8261,Eddie Adams,Corporate,East,Technology,Accessories,Operative Regional Implementation,4394.21,7,0.16,197.91
Ca-980730,2023-12-28,2025-05-08,Same Day,Cust-5512,Jessica Hamilton,Consumer,South,Office Supplies,Binders,Universal Global Projection,2716.04,5,0.04,698.38
Ca-494989,2024-07-28,2025-05-06,First Class,Cust-3838,Mrs. Deborah Marshall,Corporate,Central,Technology,Computers,Mandatory Fresh-Thinking Parallelism,2357.67,1,0.32,610.07
Ca-411529,2023-05-20,2025-05-01,Second Class,Cust-1970,Charles Barrett,Home Office,East,Office Supplies,Art,Front-Line Value-Added Policy,910.01,9,0.2,190.15
Ca-681701,2024-09-04,2025-04-15,Same Day,Cust-4999,Jason Moore,Consumer,South,Office Supplies,Art,Organized Optimal Strategy,1196.19,4,0.47,883.44
Ca-388513,2024-07-04,2025-04-09,First Class,Cust-6126,Emily Roberts,Consumer,Central,Office Supplies,Labels,Up-Sized Systemic Pricing Structure,52.04,1,0.03,164.17
Ca-549319,2023-06-15,2025-05-01,Second Class,Cust-9712,Eric Dyer,Corporate,South,Technology,Copiers,Self-Enabling Grid-Enabled Archive,4472.17,5,0.0,-61.46
Ca-723201,2024-11-10,2025-04-20,Second Class,Cust-1624,Jonathan Russell,Consumer,South,Office Supplies,Art,Implemented User-Facing Graphic Interface,4435.98,4,0.27,361.39
Ca-608164,2023-06-14,2025-04-18,First Class,Cust-5336,Kyle Mclean,Corporate,West,Office Supplies,Storage,Mandatory Intermediate Collaboration,3127.19,3,0.24,981.07
Ca-273370,2024-09-01,2025-04-09,Same Day,Cust-8270,Jason Freeman,Consumer,Central,Technology,Accessories,Extended Systemic Alliance,417.17,2,0.49,-77.7
Ca-358837,2024-02-18,2025-04-30,Second Class,Cust-9191,Brian Zhang,Home Office,West,Office Supplies,Paper,Self-Enabling Reciprocal System Engine,843.67,7,0.03,326.99
Ca-195748,2023-09-10,2025-04-12,Standard Class,Cust-2874,Sarah Scott,Home Office,Central,Furniture,Chairs,Triple-Buffered Discrete Paradigm,992.11,7,0.25,646.34
Ca-715037,2024-03-04,2025-04-25,First Class,Cust-3461,Brenda Roberts,Home Office,South,Technology,Copiers,Face-To-Face Maximized Synergy,4678.07,4,0.38,232.88
Ca-207783,2024-02-05,2025-05-07,Same Day,Cust-8757,William Foster,Corporate,Central,Furniture,Tables,Optimized Impactful Benchmark,727.27,2,0.39,305.9
Ca-899298,2024-06-15,2025-04-16,Same Day,Cust-8157,Melissa Taylor,Home Office,East,Office Supplies,Storage,User-Centric Dedicated Project,2792.95,6,0.05,271.65
Ca-279212,2023-09-07,2025-04-29,Second Class,Cust-7465,Alicia Mercado,Consumer,West,Office Supplies,Paper,Integrated Bifurcated Time-Frame,3022.66,10,0.08,245.89
Ca-134948,2024-07-15,2025-05-05,Second Class,Cust-2447,John Cox,Consumer,South,Furniture,Furnishings,Upgradable Directional Software,1590.63,7,0.02,738.37
Ca-258091,2023-09-04,2025-04-18,Second Class,Cust-7558,Jeffrey Stanley,Corporate,West,Technology,Copiers,Vision-Oriented Object-Oriented Intranet,3031.52,6,0.01,843.36
Ca-589717,2025-02-23,2025-04-27,Standard Class,Cust-9562,Maria Washington,Home Office,Central,Furniture,Furnishings,Reverse-Engineered 24Hour Emulation,1470.98,6,0.23,76.24
Ca-861167,2024-10-28,2025-04-26,Same Day,Cust-8727,Thomas Meyer,Consumer,Central,Furniture,Chairs,Advanced High-Level Conglomeration,2316.78,4,0.42,427.13
Ca-512878,2024-11-26,2025-04-23,Same Day,Cust-7666,Alison Little,Home Office,South,Furniture,Furnishings,Reactive Well-Modulated Paradigm,350.28,6,0.25,290.3
Ca-511165,2024-08-15,2025-04-12,Same Day,Cust-2873,Jason Spencer,Corporate,West,Technology,Accessories,Monitored User-Facing Workforce,2187.84,9,0.48,741.32
Ca-353078,2023-09-07,2025-05-01,Standard Class,Cust-2856,John Shields,Consumer,South,Office Supplies,Storage,Progressive Discrete Extranet,2829.87,9,0.34,222.81
Ca-295243,2025-02-06,2025-04-09,First Class,Cust-2576,Eric Santiago,Consumer,South,Furniture,Chairs,Configurable Demand-Driven Productivity,4200.25,10,0.23,-26.09
Ca-118511,2023-12-31,2025-05-01,Second Class,Cust-3714,Amber Hernandez,Home Office,Central,Technology,Machines,Right-Sized Directional Standardization,4914.77,2,0.21,65.24
Ca-876463,2025-01-17,2025-04-29,Same Day,Cust-9115,Raymond Calhoun,Corporate,East,Furniture,Chairs,Multi-Lateral Holistic Neural-Net,4301.32,1,0.13,281.23
Ca-450940,2025-04-08,2025-04-15,Same Day,Cust-4728,Michael Crane,Corporate,Central,Furniture,Furnishings,Public-Key Tertiary Toolset,2539.2,2,0.47,299.45
Ca-397806,2023-10-28,2025-04-20,Same Day,Cust-5207,Zachary Gibbs,Home Office,Central,Office Supplies,Storage,Re-Contextualized Executive Portal,1457.96,8,0.48,821.22
Ca-637456,2023-04-10,2025-05-07,Second Class,Cust-4271,Raymond Ramos,Corporate,Central,Technology,Computers,Face-To-Face Dedicated Initiative,2244.45,7,0.27,302.62
Ca-183955,2025-01-27,2025-05-04,Standard Class,Cust-5634,Andrew Ellis,Corporate,West,Technology,Computers,Customer-Focused Logistical Secured Line,138.94,7,0.37,599.91
Ca-299828,2024-07-15,2025-04-23,First Class,Cust-7555,Mary Lewis,Consumer,Central,Technology,Phones,Down-Sized Systematic Infrastructure,3184.64,3,0.11,-22.87
Ca-116402,2025-01-07,2025-04-14,Same Day,Cust-1596,Donald Fletcher,Home Office,East,Technology,Computers,Vision-Oriented 3Rdgeneration Core,4058.83,8,0.25,-6.6
Ca-392782,2023-11-01,2025-05-01,Same Day,Cust-5457,Jennifer Cardenas,Corporate,East,Office Supplies,Labels,Re-Contextualized Executive Orchestration,3742.03,8,0.5,689.33
Ca-168909,2023-11-02,2025-04-16,Same Day,Cust-3595,Brian Baird,Consumer,Central,Furniture,Tables,Digitized Methodical Function,2464.53,9,0.37,572.93
